[05 Dec 2019 21:56:38,634] | INFO  | main  | local.cistest.vmdcs.base.WebDriverFactory.setDriver(WebDriverFactory.java:81) | 81    | setDriver            | base.WebDriverFactory     | - OS Name from system property :: win
[05 Dec 2019 21:56:38,643] | INFO  | main  | local.cistest.vmdcs.base.WebDriverFactory.setDriver(WebDriverFactory.java:100) | 100   | setDriver            | base.WebDriverFactory     | - Driver Binary :: C:\MyCareerV2//drivers//chromedriver.exe
[05 Dec 2019 21:56:43,732] | INFO  | main  | local.cistest.vmdcs.base.CustomDriver.waitForElement(CustomDriver.java:551)  | 551   | waitForElement       | base.CustomDriver         | - Waiting for max:: 5 seconds for element to be available
[05 Dec 2019 21:56:43,844] | INFO  | main  | local.cistest.vmdcs.base.CustomDriver.waitForElement(CustomDriver.java:555)  | 555   | waitForElement       | base.CustomDriver         | - Element appeared on the web page
[05 Dec 2019 21:56:43,893] | INFO  | main  | local.cistest.vmdcs.base.CustomDriver.javascriptClick(CustomDriver.java:253) | 253   | javascriptClick      | base.CustomDriver         | - Clicked on :: Click on 'Login' button
[05 Dec 2019 21:57:03,517] | INFO  | main  | local.cistest.vmdcs.base.WebDriverFactory.setDriver(WebDriverFactory.java:81) | 81    | setDriver            | base.WebDriverFactory     | - OS Name from system property :: win
[05 Dec 2019 21:57:03,527] | INFO  | main  | local.cistest.vmdcs.base.WebDriverFactory.setDriver(WebDriverFactory.java:100) | 100   | setDriver            | base.WebDriverFactory     | - Driver Binary :: C:\MyCareerV2//drivers//chromedriver.exe
[05 Dec 2019 21:57:09,008] | INFO  | main  | local.cistest.vmdcs.base.CustomDriver.javascriptClick(CustomDriver.java:253) | 253   | javascriptClick      | base.CustomDriver         | - Clicked on :: Click on 'Login' button
[05 Dec 2019 21:57:35,892] | INFO  | main  | local.cistest.vmdcs.base.WebDriverFactory.setDriver(WebDriverFactory.java:81) | 81    | setDriver            | base.WebDriverFactory     | - OS Name from system property :: win
[05 Dec 2019 21:57:35,900] | INFO  | main  | local.cistest.vmdcs.base.WebDriverFactory.setDriver(WebDriverFactory.java:100) | 100   | setDriver            | base.WebDriverFactory     | - Driver Binary :: C:\MyCareerV2//drivers//chromedriver.exe
[05 Dec 2019 21:57:41,300] | ERROR | main  | local.cistest.vmdcs.base.CustomDriver.elementClick(CustomDriver.java:189)    | 189   | elementClick         | base.CustomDriver         | - Cannot click on :: Click on 'Login' button
[05 Dec 2019 21:57:41,306] | INFO  | main  | local.cistest.vmdcs.utilities.Util.getCurrentDateTime(Util.java:128)         | 128   | getCurrentDateTime   | utilities.Util            | - Date and Time :: 12_05_2019 21_57_41
[05 Dec 2019 21:57:41,897] | INFO  | main  | local.cistest.vmdcs.base.CustomDriver.takeScreenshot(CustomDriver.java:693)  | 693   | takeScreenshot       | base.CustomDriver         | - Screen Shot Was Stored at: C:\MyCareerV2//test-output/screenshots//_Click ERROR_12_05_2019 21_57_41.png
[05 Dec 2019 21:58:13,300] | INFO  | main  | local.cistest.vmdcs.base.WebDriverFactory.setDriver(WebDriverFactory.java:81) | 81    | setDriver            | base.WebDriverFactory     | - OS Name from system property :: win
[05 Dec 2019 21:58:13,308] | INFO  | main  | local.cistest.vmdcs.base.WebDriverFactory.setDriver(WebDriverFactory.java:100) | 100   | setDriver            | base.WebDriverFactory     | - Driver Binary :: C:\MyCareerV2//drivers//chromedriver.exe
[05 Dec 2019 21:58:18,486] | INFO  | main  | local.cistest.vmdcs.base.CustomDriver.javascriptClick(CustomDriver.java:253) | 253   | javascriptClick      | base.CustomDriver         | - Clicked on :: Click on 'Login' button
